사용월,호선명,역ID,지하철역,승차승객수,하차승객수,
Dec.21,7호선,522,온수(성공회대입구),"275,041","255,541",
Dec.21,7호선,523,까치울,"206,632","199,234",
Dec.21,7호선,524,부천종합운동장,"133,967","117,937",
Dec.21,7호선,525,춘의,"262,440","257,146",
Dec.21,7호선,526,신중동,"384,723","384,389",
Dec.21,7호선,527,부천시청,"355,208","353,826",
Dec.21,7호선,528,상동,"364,141","378,757",
Dec.21,7호선,529,삼산체육관,"145,868","133,017",
Dec.21,7호선,530,굴포천,"251,690","262,950",
Dec.21,7호선,531,부평구청,"198,789","178,490",
Dec.21,8호선,532,암사,"506,279","449,361",
Dec.21,8호선,533,천호(풍납토성),"416,377","479,367",
Dec.21,8호선,534,강동구청,"279,370","289,042",
Dec.21,8호선,535,몽촌토성(평화의문),"167,322","170,248",
Dec.21,8호선,536,잠실(송파구청),"416,375","489,516",
Dec.21,8호선,537,석촌,"214,039","247,737",
Dec.21,8호선,538,송파,"203,481","205,280",
Dec.21,8호선,539,가락시장,"204,630","226,949",
Dec.21,8호선,540,문정,"552,853","577,751",
Dec.21,8호선,541,장지,"470,444","454,365",
Dec.21,8호선,542,복정,"283,330","243,347",
Dec.21,8호선,543,산성,"151,148","151,365",
Dec.21,8호선,544,남한산성입구(성남법원.검찰청),"371,799","336,879",
Dec.21,8호선,545,단대오거리,"283,526","275,106",
Dec.21,8호선,546,신흥,"119,925","129,685",
Dec.21,8호선,547,수진,"145,696","132,660",
Dec.21,8호선,548,모란,"126,099","100,040",
Dec.21,8호선,549,남위례,"40,542","45,447",
Dec.21,9호선,618,개화,"64,288","46,544",
Dec.21,9호선,619,김포공항,"222,199","351,512",
Dec.21,9호선,620,공항시장,"81,483","87,938",
Dec.21,9호선,621,신방화,"185,425","179,698",
Dec.21,9호선,622,마곡나루(서울식물원),"310,309","307,067",
Dec.21,9호선,623,양천향교,"253,940","257,284",
Dec.21,9호선,624,가양,"544,552","527,052",
Dec.21,9호선,625,증미,"191,349","189,709",
Dec.21,9호선,626,등촌,"308,690","302,161",
Dec.21,9호선,627,염창,"459,529","443,619",
Dec.21,9호선,628,신목동,"105,320","93,300",
Dec.21,9호선,629,선유도,"223,067","213,963",
Dec.21,9호선,630,당산,"483,307","480,722",
Dec.21,9호선,631,국회의사당,"402,019","411,808",
Dec.21,9호선,632,여의도,"688,718","655,474",
Dec.21,9호선,633,샛강,"146,272","154,459",
Dec.21,9호선,634,노량진,"709,077","686,230",
Dec.21,9호선,635,노들,"119,750","101,825",
Dec.21,9호선,636,흑석(중앙대입구),"209,524","217,855",
Dec.21,9호선,637,동작(현충원),"49,300","39,473",
Dec.21,9호선,638,구반포,"43,326","44,983",
Dec.21,9호선,639,신반포,"88,018","86,736",
Dec.21,9호선,640,고속터미널,"344,745","453,603",
Dec.21,9호선,641,사평,"92,848","91,307",
Dec.21,9호선,642,신논현,"869,622","866,056",
Dec.21,공항철도 1호선,656,서울역,"227,744","214,119",
Dec.21,공항철도 1호선,657,공덕,"60,487","81,505",
Dec.21,공항철도 1호선,658,홍대입구,"287,882","291,623",
Dec.21,공항철도 1호선,659,디지털미디어시티,"342,956","314,673",
Dec.21,공항철도 1호선,660,마곡나루(서울식물원),"202,043","197,196",
Dec.21,공항철도 1호선,661,김포공항,"350,852","196,991",
Dec.21,공항철도 1호선,662,계양,"269,263","253,525",
Dec.21,공항철도 1호선,663,검암,"180,004","177,661",
Dec.21,공항철도 1호선,664,청라국제도시,"178,158","168,493",
Dec.21,공항철도 1호선,665,운서,"186,380","186,934",
Dec.21,공항철도 1호선,666,공항화물청사,"60,807","65,840",
Dec.21,공항철도 1호선,667,인천공항1터미널,"111,935","118,450",
Dec.21,공항철도 1호선,668,인천공항2터미널,"64,720","61,914",
Dec.21,공항철도 1호선,669,영종,"83,147","83,633",
Dec.21,9호선2~3단계,643,언주,"281,211","285,968",
Dec.21,9호선2~3단계,644,선정릉,"244,529","268,463",
Dec.21,9호선2~3단계,645,삼성중앙,"171,088","180,193",
Dec.21,9호선2~3단계,646,봉은사,"458,067","473,006",
Dec.21,9호선2~3단계,647,종합운동장,"110,876","107,934",
Dec.21,9호선2~3단계,648,삼전,"186,757","180,850",
Dec.21,9호선2~3단계,649,석촌고분,"165,169","163,571",
Dec.21,9호선2~3단계,650,석촌,"227,920","200,119",
Dec.21,9호선2~3단계,651,송파나루,"140,890","150,363",
Dec.21,9호선2~3단계,652,한성백제,"68,693","62,275",
Dec.21,9호선2~3단계,653,올림픽공원(한국체대),"197,665","193,007",
Dec.21,9호선2~3단계,654,둔촌오륜,"30,608","28,665",
Dec.21,9호선2~3단계,655,중앙보훈병원,"263,745","233,297",
Dec.21,우이신설선,713,북한산우이,"76,806","70,898",
Dec.21,우이신설선,714,솔밭공원,"65,729","62,707",
Dec.21,우이신설선,715,4.19민주묘지,"76,995","72,576",
Dec.21,우이신설선,716,가오리,"110,011","108,434",
Dec.21,우이신설선,717,화계,"91,530","85,751",
Dec.21,우이신설선,718,삼양,"55,187","58,679",
Dec.21,우이신설선,719,삼양사거리,"66,532","66,982",
Dec.21,우이신설선,720,솔샘,"154,156","143,618",
Dec.21,우이신설선,721,북한산보국문,"162,606","153,956",
Dec.21,우이신설선,722,정릉,"124,880","113,381",
Dec.21,우이신설선,723,성신여대입구(돈암),"91,571","101,326",
Dec.21,우이신설선,724,보문,"41,012","41,211",
Dec.21,우이신설선,725,신설동,"55,769","54,272",
